CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
241,aaf642f4-8bc5-4064-ae70-2795abc13e45,VALID,Rahoitusalan erityisasiantuntijat,Specialister inom finanssektorn,Finance professionals,"Luokan yleiskuvaus: Suunnittelevat, kehittävät, organisoivat, hallinnoivat ja hoitavat yksityisten henkilöiden, yritysten sekä julkisten ja yksityisten yhteisöjen liikekirjanpidon järjestelmiä ja varoja; tekevät kvantitatiivisia analyysejä.

Tehtäviin kuuluu yleensä: organisaation tilinpäätöksen valmistelu; varojen tarkastaminen, yksittäisten henkilöiden ja organisaatioiden neuvonta rahoitusasioissa; taloutta kokonaisuudessaan ja sen eri alueita kuvaavien analyyttisten raporttien valmistelu. Tähän kuuluu: - 2411 Laskentatoimen erityisasiantuntijat
- 2412 Rahoitus- ja sijoitusneuvojat
- 2413 Rahoitusanalyytikot Tähän ei kuulu: ",,,2010-01-01,
2411,705483e8-274a-4126-84f0-3793a3f34a3e,VALID,Laskentatoimen erityisasiantuntijat ja tilintarkastajat,Specialister inom redovisning och revision,Accountants,"Luokan yleiskuvaus: Suunnittelevat, järjestävät, hallinnoivat tilintarkastusjärjestelmiä ja valmistelevat tilinpäätöksiä ym. Tehtäviin kuuluu tilintarkastus- ja taloudellisten tietojen tutkiminen ja analysointi, jotta varmistetaan tietojen noudattavan virallisia tilintarkastuksen käytäntöjä.

Tehtäviä:
- talousarvioihin, tilintarkastukseen ja muihin tilintarkastuksen menettelytapoihin ja järjestelmiin liittyvä neuvonanto ja suunnittelu
- johdolle, osakkaille sekä viranomaisille ja muille asiaankuuluville tahoille esitettävien taloudellisten raporttien valmistelu ja oikeaksi todistaminen
- veroilmoitusten täyttäminen, neuvonanto verotukseen liittyvissä kysymyksissä ja asiakkaiden edunvalvonta verotukseen liittyvissä kiistakysymyksissä
- voittoennusteiden ja talousarvioiden laatiminen tai raportointi
- taloudellisten selvitysten tekeminen esimerkiksi petosepäilyistä tai maksukyvyttömyys- tai konkurssitilanteista
- tilintarkastus- ja kirjanpitoasiakirjojen tarkastaminen
- tutkimusten tekeminen ja johdon neuvominen esim. tuottavuutta, arvopaperiomistuksia, myyntiä tai uusia tuotteita koskevien taloudellisten näkökantojen osalta

Esimerkkejä:
- sisäinen tarkastaja
- tilintarkastaja
- kamreeri
- taloussuunnittelija
- laskentapäällikkö
- kirjanpitopäällikkö
- laskentaekonomi
- controller Tähän kuuluu:  Tähän ei kuulu: - taloussihteeri (3313)
- tilintarkastajan apulainen (3313)
- kirjanpitäjä (3313)
- laskuttaja (4311)",,,2010-01-01,
2412,f3542f4e-d16b-4686-b406-d534424f8767,VALID,Rahoitus- ja sijoitusneuvojat,Finans- och investeringsrådgivare,Financial and investment advisers,"Luokan yleiskuvaus: Laativat taloussuunnitelmia yksityis- ja yritysasiakkaille sekä sijoittavat ja hallinnoivat varoja näiden puolesta. Työskentelevät yleensä pankeissa, pankkiiriliikkeissä tai sijoitusyhtiöissä.

Tehtäviä:
- asiakaskunnan luonti ja ylläpitäminen
- asiakkaiden haastatteleminen näiden taloudellisen tilanteen ja tavoitteiden ja riskinsietokyvyn määrittämiseksi
- sopiminen osakkeiden ja muiden arvopapereiden myynnistä ja ostosta asiakkaan lukuun
- sijoitusten tuottokehityksen tarkkaileminen ja sijoitussuunnitelmien arviointi ja muutosten tekeminen niihin asiakkaiden muuttuneiden tarpeiden ja markkinoiden muutosten perusteella
- sijoitusten ja sijoittamisen ajoituksen suositteleminen yrityksille, sijoitusyritysten henkilöstölle tai yksityissijoittajille

Esimerkkejä:
- sijoitussuunnittelija
- rahoitussuunnittelija
- sijoituskonsultti Tähän kuuluu:  Tähän ei kuulu: - pankkitoimihenkilö (4211)
- pörssimeklari (3311)
- dealer (arvopaperit) (3311)
- valuuttakauppias (3311)
- arvopapereiden välittäjä (3311)",,,2010-01-01,
2413,76faac7b-dcb8-4304-babd-0c4bf15ef80c,VALID,Rahoitusanalyytikot,Finansanalytiker,Financial analysts,"Luokan yleiskuvaus: Tutkivat ja tekevät johtopäätöksiä tiedoista, joilla on vaikutusta julkisten tai yksityisten instituutioiden sijoitusohjelmiin.

Tehtäviä:
- taloudellisen tiedon analysointi sijoituspäätöksiä tukevien ennusteiden laatimiseksi liiketoiminnan, rahoituksen ja talouden olosuhteista sekä sijoitussuunnitelmien tekeminen talousanalyysien pohjalta
- tietämyksen ylläpitäminen sekä teollisuusteknologian, liiketoiminnan, rahoituksen ja talousteorian kehityksen seuraaminen
- sijoitusohjelmiin vaikuttavien tietojen kuten esim. hintaa, tuottoa, vakautta, sijoitusriskien tulevaisuuden suuntauksia ja taloudellisia vaikutuksia koskevien tietojen tulkitseminen
- tiettyyn alaan liittyvien erilaisten arvopaperien suhteellisen laadun arviointi ja vertailu
- yleisiä talouden suuntauksia, yksittäisiä yrityksiä ja kokonaisia aloja koskevien suullisten ja kirjallisten raporttien esittäminen

Esimerkkejä:
- analyytikko (rahoitus)
- pääanalyytikko (rahoitus)
- arvopaperiasiantuntija Tähän kuuluu:  Tähän ei kuulu: - sijoitussuunnittelija (2412)
- rahoitussuunnittelija (2412)
- ekonomisti (2631)",,,2010-01-01,
242,c8999519-df57-49be-b8b2-d9b7cee9d0ae,VALID,Hallinnon erityisasiantuntijat,Specialister inom administration,Administration professionals,"Luokan yleiskuvaus: Soveltavat erilaisia malleja ja teorioita, jotka liittyvät organisaation ja sen henkilöstön toiminnan tehokkuuden parantamiseen.

Tehtäviin kuuluu yleensä: organisaation rakenteen arviointi ja parannusalueiden esittäminen, organisaation toiminnan tavoitteiden varmistaminen, henkilöstön rekrytointi, koulutus ja kehittäminen. Tähän kuuluu: - 2421 Johtamisen ja organisaatioiden eritysasiantuntijat
- 2422 Hallinnon ja elinkeinojen kehittämisen erityisasiantuntijat
- 2423 Henkilöstöasioiden erityisasiantuntijat ja urasuunnittelijat
- 2424 Henkilöstön kehittämisen erityisasiantuntijat ja kouluttajat Tähän ei kuulu: ",,,2010-01-01,
2421,ee7ecc12-ecfe-4c4c-abd2-22321c6a8659,VALID,Johtamisen ja organisaatioiden erityisasiantuntijat,Specialister inom ledarskap och organisationer,Management and organization analysts,"Luokan yleiskuvaus: Auttavat organisaatioita tehostamaan toimintaansa ja ratkaisemaan rakenteellisia ja toiminnallisia ongelmiaan. He tutkivat organisatorisia rakenteita, menetelmiä, järjestelmiä ja menettelytapoja.

Tehtäviä:
- olemassa olevien järjestelmien ja rakenteiden analysointi ja arviointi
- asiakkaiden ohjaaminen kohti tehokkaampaa organisaatiota ja ratkaisujen kehittäminen organisaation ongelmiin
- keskusteleminen olemassa olevista järjestelmistä henkilöstön kanssa ja järjestelmien seuranta organisaation kaikilla tasoilla
- organisaatioiden työprosessien, taltioitujen tietojen, raporttien, käsikirjojen ja työnkuvausten tallentaminen ja analysointi
- menetelmien ja menettelytapojen tarkistamiseen tähtäävien esitysten tekeminen ja suositteleminen
- hyväksyttyjen suositusten toteutuksen avustaminen, tarkistettujen ohjeiden julkaiseminen ja muun dokumentaation luonnostelu
- toiminnan menettelytapojen arviointi ja menettelytavoista ja standardeista poikkeavien ratkaisujen suositteleminen

Esimerkkejä:
- johtamisasiantuntija
- organisaatioasiantuntija
- liiketoimintakonsultti
- liikkeenjohdon konsultti Tähän kuuluu:  Tähän ei kuulu: - menetelmäkonsultti (it) (2511)
- sijoituskonsultti (2412)
- laskentakonsultti (tilintarkastus) (2411)",,,2010-01-01,
2422,9ce3d5a2-e1f8-4aa9-b70b-1fde4918d2bf,VALID,Hallinnon ja elinkeinojen kehittämisen erityisasiantuntijat,Specialister inom utveckling av administration och näringar,Policy administration professionals,"Luokan yleiskuvaus: Kehittävät ja analysoivat strategioita, jotka ohjaavat hallituksen ja elinkeinoelämän toimenpiteiden ja ohjelmien suunnittelua, toimeenpanoa ja niiden uudelleenarviointia.

Tehtäviä:
- toimivat yhteistyössä ja konsultoivat ohjelmajohtajien ja muiden intressiosapuolten kanssa tavoitteiden määrittelemiseksi
- arvioivat harjoitettua politiikkaa ja lainsäädäntöä tunnistaakseen puutteet ja vanhentuneet järjestelyt
- tutkivat yhteiskunnallisia, taloudellisia ja toimialoihin liittyviä kehitystrendejä sekä asiakasodotuksia tarjolla olevien ohjelmien ja palvelujen suhteen
- muotoilevat ja analysoivat ohjelmavaihtoehtoja, valmistelevat selostuksia ja suosituksia politiikan muuttamiseksi; konsultoivat vaihtoehtojen suosituimmuudesta
- arvioivat vaikutuksia, taloudellisia seuraamuksia, vaikutuksia muihin ohjelmiin sekä politiikan ja hallinnon läpinäkyvyyttä
- tekevät uhka- ja riskianalyyseja ja hankkivat vastauksia niihin
- arvioivat toimintaa ja ohjelmia todetakseen vastaavatko ne organisaation tavoitteita

Esimerkkejä:
- elinkeinoasiamies (kunta)
- hallintokoordinaattori
- hallintopäällikkö Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
2423,47f62666-e475-46c7-9656-7ea03817b165,VALID,Henkilöstöhallinnon erityisasiantuntijat ja urasuunnittelijat,Specialister inom personaladministration och karriärplanering,Personnel and careers professionals,"Luokan yleiskuvaus: Suunnittelevat yritysten henkilöstöhallintoa sekä tarjoavat henkilöstöpolitiikkaan kuten työntekijöiden rekrytointiin tai kehittämiseen, ammatillisiin analyyseihin ja ammatinvalinnanohjaukseen liittyviä liiketoimintapalveluita.

Tehtäviä:
- neuvonanto ja toimenpiteet henkilöstöasioissa, joita ovat esimerkiksi työntekijöiden rekrytointi, sijoittaminen, koulutus, urakehitys ja palkkaus sekä työntekijöiden ja johdon suhteet tai muut henkilöstöpolitiikan alueet
- organisaation töiden tutkiminen ja analysointi eri tavoin, kuten haastattelemalla työntekijöitä, esimiehiä ja johtoa ja kirjoittamalla saatujen tietojen perusteella eriteltyjä aseman, työn tai ammatin kuvauksia
- yksittäisten henkilöiden neuvominen uramahdollisuuksiin, uravalintoihin ja mahdollisesti heitä hyödyttävään jatkokoulutukseen liittyvissä asioissa

Esimerkkejä:
- uraneuvoja
- työpaikkakonsultti
- rekrytointipäällikkö
- työvoimasuunnittelija (yritys)
- henkilöstökonsultti Tähän kuuluu:  Tähän ei kuulu: - ammatinvalinnanohjaaja (psykologi) (2634)",,,2010-01-01,
2424,5c7a69c7-9977-4d77-ac2b-bf3d8f13d7a2,VALID,Henkilöstön kehittämisen erityisasiantuntijat ja kouluttajat,Specialister inom personalutveckling och utbildning,Training and staff development professionals,"Luokan yleiskuvaus: Suunnittelevat, kehittävät, toteuttavat ja arvioivat organisaation koulutus- ja kehitysohjelmia.

Tehtäviä:
- yksittäisten henkilöiden ja organisaatioiden koulutustarpeiden ja -vaatimusten tunnistaminen
- henkilöstöhallinnon kehittämistavoitteiden asettaminen ja oppimisen tulosten arviointi
- koulutusmateriaalien ja -apuvälineiden kuten käsikirjojen, verkkopohjaisten oppaiden ja havainnollistamismateriaalien laatiminen ja kehittäminen
- yhteydenpito ulkoisten koulutuksen tarjoajien kanssa tiettyjen koulutus- ja kehittämisohjelmien toimittamisesta sopimiseksi
- sisäisen ja ulkoisen koulutuksen laadun ja tehokkuuden jatkuva valvonta ja arviointi, ja koulutuksen tavoitteiden, menetelmien ja kurssien annin arviointi ja muokkaaminen
- taustamateriaalien kerääminen ja tutkiminen eri aiheisiin liittyvien asioiden ja järjestelmien ymmärtämiseksi

Esimerkkejä:
- koulutusasiantuntija (henkilöstökehitys)
- henkilöstön kehittäjä
- koulutuspäällikkö (yritys) Tähän kuuluu:  Tähän ei kuulu: - opinto-ohjaaja (23591)
- koulutuspäällikkö (oppilaitos) (2351)",,,2010-01-01,
243,99e50a91-3f0b-41c5-976f-261a0612d010,VALID,"Myynnin, markkinoinnin ja tiedotuksen erityisasiantuntijat","Specialister inom försäljning, marknadsföring och information","Sales, marketing and public relations professionals","Luokan yleiskuvaus: Suunnittelevat, kehittävät, koordinoivat ja toteuttavat tietojen levittämiseen tähtääviä ohjelmia yhteisöjen, tavaroiden ja palveluiden mainostamiseksi ja edustavat yrityksiä mm. myymällä erilaisia teknisiä, teollisia, lääketieteellisiä ja tieto- ja viestintäteknologisia tavara- ja palveluvalikoimia.

Tehtäviin kuuluu yleensä: markkinatutkimuksen tekeminen; tutkimustulosten analysointi ja mainonnan, markkinoinnin ja suhdetoiminnan suunnittelu; liiketoiminnan kasvattamisen ja kehittämisen tukeminen valmistelemalla ja toteuttamalla markkinoinnin päämääriä, menettelyjä ja ohjelmia; julkisuuskampanjoiden suunnittelu ja organisointi, toimittamien materiaalien arvioiminen ja valitseminen myönteisen julkisuuden luomiseksi; markkinaolosuhteita koskevien tietojen hankkiminen ja päivittäminen; asiakkaiden tarpeiden arvioiminen ja tavaroista ja palveluista kertominen ja niiden esitteleminen asiakkaille; hintatarjousten tekeminen ja hinnoista ja maksuehdoista neuvotteleminen ja sopimusten täyttäminen. Tähän kuuluu: - 2431 Mainonnan ja markkinoinnin erityisasiantuntijat
- 2432 Tiedottajat
- 2433 Myynti-insinöörit ja lääke-esittelijät (pl. tieto- ja viestintätekniikka)
- 2434 Tieto- ja viestintätekniikan myynnin erityisasiantuntijat Tähän ei kuulu: ",,,2010-01-01,
2431,448074ba-9457-4b5c-9ac1-a0174300d680,VALID,Mainonnan ja markkinoinnin erityisasiantuntijat,Specialister inom reklam och marknadsföring,Advertising and marketing professionals,"Luokan yleiskuvaus: Kehittävät ja koordinoivat mainontastrategioita ja -kampanjoita, määrittävät markkinat uusille tuotteille ja palveluille ja tunnistavat ja kehittävät markkinointimahdollisuuksia tuotteille ja palveluille.

Tehtäviä:
- myyntitavoitteiden saavuttamista tukevien mainonnan periaatteiden ja mainoskampanjoiden suunnittelu, kehittäminen ja organisointi
- johdon ja asiakkaiden neuvominen kohdemarkkinoiden tavoittamiseen tähtääviin strategioihin ja kampanjoihin liittyvissä asioissa; kuluttajatietoisuuden luominen ja tavaroiden ja palveluiden ominaisuuksien aktiivinen mainostaminen
- mainostekstien ja mediakäsikirjoitusten kirjoittaminen ja mainostilan hankkiminen tiedotusvälineisiin
- kuluttajatrendien tulkitseminen ja ennakoiminen
- potentiaalisen kysynnän ja markkinoiden ominaispiirteiden tutkiminen uusien tuotteiden ja palveluiden kannalta ja asiaankuuluvien tietojen kuten tilastotietojen keruu ja analysointi
- markkina- ja kulutustutkimusten toteuttaminen tavaroita ja palveluita koskevien markkinointimahdollisuuksien tunnistamiseksi 	

Esimerkkejä:
- markkinointisuunnittelija
- markkinatutkija
- markkinoinnin asiantuntija
- markkina-analyytikko
- mediasuunnittelija
- markkinointipäällikkö
 Tähän kuuluu:  Tähän ei kuulu: - markkinointiosaston johtaja (1221)
- myyntiosaston johtaja (1221)
- markkinointiassistentti (4419)
- mainossihteeri (4419)",,,2010-01-01,
2432,68405c78-a1ad-429d-a05d-bab9ae213051,VALID,Tiedottajat,Informatörer,Public relations professionals,"Luokan yleiskuvaus: Suunnittelevat, kehittävät, toteuttavat ja arvioivat yritysten ja muiden yhteisöjen viestintästrategioita ja hoitavat niiden sisäistä ja ulkoista tiedottamista. 	

Tehtäviä:
- julkisuuskampanjoiden ja viestintästrategioiden suunnittelu ja organisointi
- johdon konsultointi näiden periaatteiden, ohjelmien ja käytänteiden toteuttamisen vaikutuksesta yrityksen tai yhteisön julkisuuskuvaan ja suhdetoimintaan, uutis- ja lehdistötiedotteiden laatiminen ja julkaisemisen valvonta
- yleistä mielipidettä koskevien tutkimusten tekeminen ja antaminen toimeksi, tulosten analysointi, suhdetoiminta- ja myynninedistämiskampanjoiden suunnittelu
- erityistapahtumien, seminaarien, viihdetapahtumien, kilpailujen ym. tapahtumien järjestäminen myönteisen julkisuuden lisäämiseksi
- organisaatioiden edustaminen ja haastatteluiden järjestäminen tiedotusvälineiden kanssa
- valokuvien ja muun kuvamateriaalin tilaaminen ja hankkiminen
- tiedottajien, valokuvaajien, piirtäjien ym. toimittamien materiaalien valinta, arviointi ja muokkaaminen myönteisen julkisuuden luomiseksi

Esimerkkejä:
- PR-päällikkö
- tiedottaja
- tiedotussihteeri
- viestintäpäällikkö
 Tähän kuuluu:  Tähän ei kuulu: - informaatikko (kirjasto) (2622)",,,2010-01-01,
2433,fb1bae17-0ec9-474c-a85d-28ebe4a5c3c1,VALID,Myynti-insinöörit ja lääke-esittelijät (pl. tieto- ja viestintätekniikka),Försäljningsingenjörer och läkemedelsrepresentanter (utom IKT),Technical and medical sales professionals (excluding ICT),"Luokan yleiskuvaus: Edustavat yrityksiä myymällä teollisten ja lääketieteellisten tuotteiden ja palveluiden valikoimia mm. teollisuuden ja terveydenhuollon yrityksille ja yhteisöille.

Tehtäviä:
- luetteloiden kokoaminen potentiaalisista asiakasyrityksistä hakemistojen ja muiden lähteiden avulla sekä yhteydenotto asiakasyrityksiin myyntimahdollisuuksien luomiseksi ja hyödyntämiseksi
- työnantajien ja kilpailijoiden tavaroita ja palveluita sekä markkinaolosuhteita koskevien tietojen hankkiminen ja päivittäminen
- osallistuminen tuotesuunnitteluun silloin, kun tavarat tai palvelut on räätälöitävä asiakkaiden tarpeiden mukaan
- laitteiden tai palveluiden asennus- ja ylläpitokustannusten arviointi sekä hintatarjousten tekeminen ja hinnoista ja maksuehdoista neuvotteleminen
- tavaratoimitusten, laitteiden asennuksen ja palveluiden toimituksen järjestäminen
- raportoiminen toteutuneesta myynnistä ja tavaroiden ja palveluiden markkinoitavuudesta
- asiakassuhteiden jälkihoito asiakastyytyväisyyden varmistamiseksi, mahdollisten ongelmien ratkaisemiseksi ja jatkuvan tuen tarjoamiseksi

Esimerkkejä:
- lääke-esittelijä
- myynti-insinööri (pl. tieto- ja viestintätekniikka) Tähän kuuluu:  Tähän ei kuulu: - myyntiedustaja (3322)
- myyntipäällikkö (myyntitehtävät, it) (2434)
- tekninen myyjä (vähittäiskauppa) (5223)",,,2010-01-01,
2434,2dc5d94b-2209-4042-b765-d12397dcb8f8,VALID,Tieto- ja viestintätekniikan myynnin erityisasiantuntijat,Specialister inom försäljning av informations- och kommunikationsteknik (IKT),Information and communications technology sales professionals,"Luokan yleiskuvaus: Myyvät tukkukaupassa tai ammattikäyttöön erilaisia tietokonelaitteita, ohjelmistoja ja muita tieto- ja viestintäteknologiaan liittyviä tavaroita ja palveluita mukaan lukien asennuspalvelut ja tarjoavat asiantuntijatietoa tarpeen mukaan.

Tehtäviä:
- tavaroiden myyminen vähittäismyyjille, teollisuusasiakkaille, tukkureille ym.
- teknisten laitteiden, tarvikkeiden ja alaan liittyvien palveluiden myynti yrityksille, yhteisöille ja yksityisasiakkaille
- nykyisten ja uusien asiakkaiden tarpeista keskusteleminen ja asiantuntevien tietojen antaminen asiakkaille näiden laite-, tarvike- ja palvelutarpeiden tyydyttämiseksi
- tarjousten tekeminen, hinnoista ja luottoehdoista neuvotteleminen sekä sopimusten täyttäminen ja tilausten kirjaaminen
- myyntiraporttien laatiminen
- tavaratoimitusten järjestäminen, laitteiden asentaminen ja palveluiden tarjoaminen
- asiakkaiden palautteen ja vaatimusten raportoiminen valmistajille

Esimerkkejä:
- ratkaisumyyjä (it)
- asiakkuuspäällikkö (it)
- myyntipäällikkö (myynti, it) Tähän kuuluu:  Tähän ei kuulu: - erikoismyyjä (tavaratalossa tms.) (5223)",,,2010-01-01,
25,57fca564-88d8-4c6f-9f25-6a60ee51aa58,VALID,Tieto- ja viestintäteknologian erityisasiantuntijat,Specialister inom informations- och kommunikationsteknologi,Information and communications technology professionals,"Luokan yleiskuvaus: Tutkivat, suunnittelevat, laativat, testaavat ja kehittävät tietojärjestelmiä, laitteistoja, ohjelmistoja ja näihin liittyviä konsepteja ja antavat tarvittaessa niitä koskevia neuvoja; laativat ja kehittävät dokumentaatiota, johon lukeutuvat mm. periaatteet, menettelyt ja toimintaohjeet; suunnittelevat, kehittävät, ohjaavat, ylläpitävät ja tukevat tietokantoja ja muita tietojärjestelmiä näiden parhaan mahdollisen suorituskyvyn sekä tietojen eheyden ja tietoturvan varmistamiseksi. Suoriutuminen useimmissa tämän 2-numerotason ammateissa edellyttää ISCOn taitotason neljä valmiuksia.

Tehtäviin kuuluu yleensä: liiketoiminnassa käytettävän tietoteknologian tutkiminen; parannustarpeiden tunnistaminen ja tietokoneiden käyttöä koskevien teoreettisten seikkojen ja toiminnallisten menetelmien tutkiminen; laitteisto- ja ohjelmistokokoonpanojen arviointi ja suunnittelu tiettyjä soveltamiskohteita kuten Internetiä, intranetiä ja multimediajärjestelmiä varten; tietokoneohjelmien suunnittelu, laatiminen, testaaminen ja ylläpitäminen; tietokanta-arkkitehtuurin ja tietokantojen hallintajärjestelmien suunnittelu ja kehittäminen; tietoturvasuunnitelmien ja tietojen hallintamenettelyjen kehittäminen ja toteuttaminen sekä tietoverkkojen ja vastaavien tietoteknisten ympäristöjen hallinnointi; monimutkaisten järjestelmäsuunnitelmien ja arkkitehtuurien yksityiskohtaisten tietojen, tietomallien ja -kaavioiden analysointi, kehittäminen, tulkinta ja arviointi tietokonejärjestelmien kehityksessä, kokoonpanomäärityksessä ja integroinnissa. Tähän kuuluu: - 251 Systeemityön erityisasiantuntijat
- 252 Tietokantojen, - verkkojen ja järjestelmäohjelmistojen erityisasiantuntijat Tähän ei kuulu: ",,,2010-01-01,
251,933bb0ee-b3df-4dc8-b13b-cc1b444e7806,VALID,Systeemityön erityisasiantuntijat,Specialister inom systemarbete,Software and applications developers and analysts,"Luokan yleiskuvaus: Suunnittelevat, laativat, testaavat ja kehittävät tietojärjestelmiä kuten laitteistoja, ohjelmistoja ja muita sovelluksia tiettyjen vaatimusten mukaisesti sekä antavat näitä koskevia neuvoja.

Tehtäviin kuuluu yleensä: tutkivat tietoteknologian käyttöä liiketoiminnassa ja identifioivat alueita, joilla voidaan tehdä parannuksia tehokkuuden ja suorituskyvyn parantamiseksi; tekevät teoreettisiin näkökulmiin ja operationaalisiin menetelmiin liittyvää tutkimusta, joka palvelee tietokoneiden käyttäjiä; arvioivat ja suunnittelevat laitteistoja ja ohjelmistoja tai ohjelmistojen sovittamista sovelluksiin; suunnittelevat, koodaavat ja testaavat tietokoneohjelmia vaatimusten mukaisesti; arvioivat ja suunnittelevat Internet, intranet- ja multimediasysteemejä. Tähän kuuluu: - 2511 Sovellusarkkitehdit
- 2512 Sovellussuunnittelijat
- 2513 Web- ja multimediakehittäjät
- 2514 Sovellusohjelmoijat
- 2519 Muut ohjelmisto- ja sovelluskehittäjät Tähän ei kuulu: ",,,2010-01-01,
2511,d7321110-3f6e-433a-bd57-049d7e8b5504,VALID,Sovellusarkkitehdit,Specialister inom applikationsarkitektur,Systems analysts,"Luokan yleiskuvaus: Analysoivat ja arvioivat asiakkaan tietoteknologiaan liittyviä vaatimuksia, menettelytapoja tai ongelmia. Kehittävät ja toteuttavat tietojärjestelmien parantamiseen tähtääviä ehdotuksia, suosituksia ja suunnitelmia.

Tehtäviä:
- neuvotteleminen käyttäjien kanssa järjestelmävaatimusten muotoilemiseksi ja dokumentoimiseksi sekä johdon kanssa järjestelmien periaatteista sopimiseksi
- liiketoimintaprosessien, menettelytapojen ja työkäytäntöjen tunnistaminen ja analysointi
- tehostamiskohteiden tunnistaminen ja arviointi sekä parhaiden mahdollisten liiketoimintakäytäntöjen ja järjestelmien toimintaa koskevien suositusten antaminen
- vastuun ottaminen toiminnallisista ratkaisuista sekä järjestelmien testaamisesta
- toiminnallisten määritysten laatiminen käyttäjille
- järjestelmien laajentaminen tai muokkaaminen työnkulkujen parantamiseksi tai uusia käyttötarkoituksia varten
- organisaation tietokonejärjestelmien koordinointi ja yhdistäminen yhteensopivuuden lisäämiseksi

Esimerkkejä:
- liiketoiminta-analyytikko (it)
- järjestelmäanalyytikko
- tietotekniikkakonsultti
- järjestelmäarkkitehti Tähän kuuluu:  Tähän ei kuulu: - sovellusasiantuntija (2512)
- tietojärjestelmien ylläpitäjä (2522)",,,2010-01-01,
2512,925c2b6d-95f3-4872-b17f-786692ff44d9,VALID,Sovellussuunnittelijat,Applikationsplanerare,Software developers,"Luokan yleiskuvaus: Analysoivat ja arvioivat käytössä oleviin tai uusiin ohjelmistosovelluksiin ja käyttöjärjestelmiin liittyviä vaatimuksia; suunnittelevat, kehittävät, testaavat ja ylläpitävät ohjelmistoratkaisuja niille asetettujen vaatimusten täyttämiseksi.

Tehtäviä:
- ohjelmistosovelluksiin ja käyttöjärjestelmiin liittyvien vaatimusten tutkiminen, analysointi ja arvioiminen
- ohjelmistojärjestelmien tutkiminen, suunnittelu ja kehittäminen
- neuvottelevat teknisen henkilöstön kanssa määritelläkseen laitteistojen ja ohjelmistojen välisen rajapinnan
- ohjelmistojen testauksen ja validioinnin menettelytapojen kehittäminen ja ohjaaminen
- käytössä olevien ohjelmistojen muokkaaminen virheiden korjaamiseksi, ohjelmistojen mukauttamiseksi uusiin laitteistoihin, käyttöliittymien ominaisuuksien päivittämiseksi tai suorituskyvyn parantamiseksi
- ohjaavat tietokoneohjelmien ohjelmointia ja dokumentoinnin kehittämistä
- käyttöjärjestelmien, viestintäympäristöjen ja sovellusohjelmistojen ylläpitomenettelyjen arviointi, kehittäminen, päivittäminen ja dokumentointi
- tietokonejärjestelmien ylläpitoa koskevat neuvottelut asiakkaiden kanssa

Esimerkkejä:
- ohjelmistosuunnittelija (it)
- ohjelmistokehittäjä (it) Tähän kuuluu:  Tähän ei kuulu: - ohjelmoija (2514)",,,2010-01-01,
2513,889f2a49-7889-4382-8152-3a1a72fa6552,VALID,Web- ja multimediakehittäjät,Webb- och multimediautvecklare,Web and multimedia developers,"Luokan yleiskuvaus: Hyödyntävät suunnittelu- ja teknologiaosaamista verkkosivustojen sekä tekstiä, grafiikkaa, animaatioita, kuvasisältöä ja audio- ja videonäyttöjä yhdistävien sovellusten ja muiden interaktiivisten medioiden analysointiin, arviointiin, suunnitteluun ja muokkaamiseen.

Tehtäviä:
- digitaalisten animaatioiden, kuvasisällön, esitysten, pelien, audio- ja videoleikkeiden ja Internet-sovellusten suunnittelu ja kehittäminen taiteellisesti ja luovasti käyttämällä multimediaohjelmistoja, työkaluja ja hyötyohjelmia, interaktiivista grafiikkaa ja ohjelmointikieliä
- pitävät yhteyttä verkkoasiantuntijoihin Internetiin liittyvissä asioissa, joita ovat esimerkiksi tietoturva ja verkkosivustojen isännöinti, sekä valvovat ja toteuttavat Internetiin ja verkkopalvelimiin liittyvää tietoturvaa, levytilan allokointia, käyttöoikeuksia, liiketoiminnan jatkuvuutta, sivuston varmuuskopiointia ja palautusta koskevat suunnitelmat
- ohjelmointikoodin suunnittelu, kehittäminen ja yhdistäminen muunlaisiin erityissyötteisiin kuten kuva- ja äänitiedostoihin ja komentokieliin verkkosivustojen laatimiseksi, ylläpitämiseksi ja tukemiseksi
- avustaminen Internet-strategioiden, verkkopohjaisten metodologioiden ja kehityssuunnitelmien analysoinnissa, määrittämisessä ja kehittämisessä

Esimerkkejä:
- tekninen web-arkkitehti
- web-kehittäjä
- peliohjelmoija
- tietokoneanimaattori Tähän kuuluu:  Tähän ei kuulu: - sivuston pääkäyttäjä (3514)
- web-ylläpitäjä (3514)
- multimediasuunnittelija (visuaalinen suunnittelu) (2166)",,,2010-01-01,
