CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,DESCRIPTION_SV,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
C21,1e336e16-3785-41f6-a7cc-3b1402f398a5,VALID,Ympäristöhuollon alueet,Områden för miljöförsörjning,Environmental management areas,"Ympäristöhuollon alue on yhdyskunta- tai teollisuusjätteiden pysyvä varastointi ja/tai jatkokäsittelypaikka.

Tähän kuuluvat:

Maanpinnalla sijaitsevat, yhteiskunnan tai teollisuuden ylläpitämät kaatopaikka-alueet. Ympäristöhuollon alueeksi luetaan myös jätteiden ja romun jatkokäsittelylaitokset, purkaamot, kierrätyskeskukset, jätteenpolttolaitokset, ongelmajätelaitokset jne.

Myös pysyvät lumenkaatopaikat (ei kuitenkaan jos on vesialuetta) luetaan ympäristönhuollon alueeksi, ellei aluetta voida pitää muuhun maankäyttölajiin kuuluvana.

Tähän eivät kuulu:

Vesialueet, joita käytetään tai on käytetty jätteiden upottamiseen (kuuluvat luokkaan H. Vesialueet).

Maanalaiset jätteen varastointi- tai jälleenkäsittelypaikat (eivät kuulu luokiteltaviin kohteisiin).

Kaivannaistoiminnan yhteydessä syntyneen ylijäämäaineksen välivarastointi kaivualueen yhteydessä (kuuluvat luokkaan D. Kallio- ja maaperäainesten ottoalueet).

Maisemoidut kaatopaikat ja läjitysalueet (luokitellaan ympäröivän maankäytön perusteella tai luokkaan F. Metsätalouden maa tai G2. Muu maa).","Områden för miljöförsörjning är platser för varaktig lagring och/eller fortsatt behandling av kommunalt avfall eller industriavfall.

Till klassen hör:

Avstjälpningsområden på markytan som upprätthålls av samhället eller industrin. Som områden för miljöförsörjning betraktas också anläggningar för fortsatt behandling av avfall och skrot, nedskrotningsanläggningar, återvinningscentraler, avfallsbränningsanläggningar, problemavfallsanläggningar osv.

Också permanenta snöavstjälpningsplatser (dock inte på vattenområde) räknas till områden för miljöförsörjning, om de inte kan föras till någon annan markanvändningstyp.

Till klassen hör inte:

Vattenområden som används eller har använts för sänkning av avfall (de hör till klassen H. Vattenområden).

Underjordiska avfallslagrings eller -återvinningsplatser (hör inte till de områden som klassificeras).

Mellanlager i anslutning till täktområde för överskottsmaterial som uppstår vid utvinning av mineraler (de hör till klassen D. Täktområden).

Avstjälpningsplatser som formats för att smälta in i landskapet och högläggningsområden (klassificeras enligt den omgivande markanvändningen eller i klass F. Skogsbruksmarker eller G2. Övriga marker).",,,2000-05-01,
C22,ca2ac87c-7e23-4516-8898-528bfeb6b9ca,VALID,Energiahuollon alueet,Områden för energiförsörjning,Energy supply areas,"Energiahuollon alueen vallitseva käyttötapa on energian tuotanto tai sen siirtäminen.

Tähän kuuluvat:

Voimalaitosalueet: vesi-, hiili-, kaasu-, turve-, öljy-, puuenergia-, aurinkoenergia-, tuuli- ja ydinvoimalat ja muut sähkö- tai lämpöenergiaa yleiseen käyttöön tuottavat laitokset. Energiahuoltoalueeksi luetaan myös energiatuotantoon liittyvät apualueet kuten polttoainevarastot voimaloiden yhteydessä. Vesivoimalaitosten tekoaltaita tms. ei kuitenkaan lasketa voimalaitoksen varastoalueeksi.

Energian siirtoverkot: sähkölinja-alueet muuntoasemineen, kaasu-, öljy- ja kuumavesiputkistot pumppuasemineen ja muine oheisrakennelmineen (esimerkiksi anodikentät jne.).

Tähän eivät kuulu:

Erilliset energiavarastoalueet, esimerkiksi öljy- ja hiiliterminaalit satamissa (kuuluvat luokkaan C14. Satama-alueet).

Vesivoiman tuotantoon liittyvät tekoaltaat tms. vesivarastoalueet (kuuluvat luokkaan H. Vesialueet).

Teollisuusalueiden sisäiset voimalaitokset (kuuluvat luokkaan B2. Teollisuus- ja varastoalueet).","Det dominerande användningssättet för områden för energiförsörjning är produktion eller överföring av energi.

Till klassen hör:

Kraftverksområden: vatten-, kol-, gas-, torv-, olje-, träenergi-, solenergi-, vind- och kärnkraftverk samt övriga anläggningar som producerar el- eller värmeenergi för allmänt bruk. Som områden för energiförsörjning betraktas också hjälpområden i anslutning till energiproduktion, såsom bränsleförråd i anslutning till kraftverk. Konstgjorda bassänger vid vattenkraftverk räknas emellertid inte till magasin vid vattenkraftverk.

Energidistributionsnät: ellinjeområden med transformatorstationer, gas-, olje- och varmvattenledningar med pumpstationer och övriga perifera konstruktioner (t.ex. anodfält osv.).

Till klassen hör inte:

Separata energilagerområden, t.ex. olje- och kolterminaler i hamnar (de hör till klassen C14. Hamnområden).

Konstgjorda bassänger i anslutning till produktion av vattenkraft e.d. vattenmagasin (de hör till klassen H. Vattenområden).

Interna kraftverk på industriområden (de hör till klassen B2. Industri- och lagerområden).",,,2000-05-01,
C23,2e517d6a-cb0c-4250-b1a7-1b23f83a9cec,VALID,Vesihuollon alueet,Områden för vattenförsörjning,Water supply areas,"Vesihuollon alueen vallitseva käyttötapa on puhtaan käyttöveden tuotanto, siirto ja jakelu. Vesihuoltoalueeksi luetaan myös alueet, joiden tarkoituksena on jätevesien siirto ja puhdistaminen.

Tähän kuuluvat:

Vedenpumppaamot ja -puhdistamot lietealtaineen yms. apualueineen. Vesitornit ja muut erikseen rakennetut, suljetut vesivarastoalueet.

Puhtaan veden ja jäteveden siirtoverkot pumppuasemineen ja muine oheisrakennelmineen.

Tähän eivät kuulu:

Laajat vesivarastoalueet; esimerkiksi järvialueet vedenottoa varten (kuuluvat luokkaan H. Vesialueet).

Pysyväksi vesivarastoksi rakennetut tekoaltaat (kuuluvat luokkaan H. Vesialueet.)

Lämpövesiputkistot (luokitellaan ympäröivän maankäytön perusteella).

Jätevesialtaat teollisuuslaitosten yhteydessä (kuuluvat luokkaan B2. Teollisuus- ja varastoalueet).

Jätevesialtaat kaivostoiminnan yhteydessä (kuuluvat luokkaan D11. Kallioperäainesten ottoalueet).

Jätevesialtaat maatalouden yhteydessä (kuuluvat luokkaan B22. Maatalouden rakennettu maa).","På områden för vattenförsörjning är det dominerande användningssättet produktion, överföring och distribution av bruksvatten. Som områden för vattenförsörjning betraktas också områden där användningsändamålet är överföring och rening av avloppsvatten.

Till klassen hör:

Vattenpumpanläggningar och -reningsverk med slambassänger o.d. hjälpområden. Vattentorn och andra separat uppförda slutna vattenmagasin.

Överföringsnät för rent vatten och avloppsvatten med pumpstationer och andra perifera konstruktioner.

Till klassen hör inte:

Stora vattenmagasin: t.ex. sjöområden för vattentäkt (de hör till klassen H. Vattenområden).

Konstgjorda bassänger som byggts för att vara permanenta vattenmagasin (de hör till klassen H. Vattenområden).

Varmvattenledningar (klassificeras enligt den omgivande markanvändningen).

Avloppsbassänger i anslutning till industrianläggningar (de hör till klassen B2. Industri- och lagerområden).

Avloppsbassänger i anslutning till gruvdrift (de hör till klassen D11. Bergtäktsområden).

Avloppsbassänger i anslutning till jordbruk (de hör till klassen E22. Bebyggd jordbruksmark).",,,2000-05-01,
C24,78661657-0021-4c1c-8a40-d29b13f779cc,VALID,Muut yhdyskuntateknisen huollon alueet,Övriga områden för samhällsteknisk försörjning,Other infrastructure maintenance areas,"Muun yhdyskuntateknisen huollon alueet ovat alueita, joilla sijaitsee muita kuin ympäristönhuoltoon, energiahuoltoon tai vesihuoltoon liittyviä teknisiä laitteita.

Tähän kuuluvat:

Tietoliikennettä tai havaintojen tekoa palvelevat, erilliset ja yleensä miehittämättömät alueet: majakat, mastot, satelliittiantennit jne. Tutkimustoimintaa palvelevat tekniset laitteistot ja asemat: sääasemat, tähtitornit jne.","Övriga områden för samhällsteknisk försörjning är områden med annan teknisk utrustning än sådan som är förknippad med miljöförsörjning, energiförsörjning eller vattenförsörjning.

Till klassen hör:

Separata och i allmänhet obemannade områden som betjänar datakommunikation eller observation: fyrar, master, satellitantenner osv. Teknisk utrustning och stationer som betjänar forskning: väderstationer, observatorier osv.",,,2000-05-01,
D,fe40b91c-1ec2-4ec0-ad8e-f21df14b2699,VALID,Kallio- ja maaperäainesten ottoalueet,Täktområden,Rock and soil extraction areas,,,,,2000-05-01,
D1,539143f8-3218-4483-a9e5-2a03f8016c4c,VALID,Kallio- ja maaperäainesten ottoalueet,Täktområden,Rock and soil extraction areas,,,,,2000-05-01,
D11,6bed16b5-b682-42e1-b348-a5a63aeac021,VALID,Kallioperäainesten ottoalueet,Bergtäktsområden,Rock extraction areas,"Kallioperäainesten ottoalueita ovat kaivokset ja kalliokiviainesten louhinta-alueet (louhokset).

Kaivos on alue, jolta irrotetaan ns. kaivoskivennäisiä maa- tai kallioperästä kaivamalla, louhimalla, huuhtomalla tai muulla tavalla poiskuljetettavaksi tai paikalla jalostettavaksi kaupallisia tarkoituksia varten. Kaivoskivennäisiksi luetaan Kaivoslain (503/1965) 2 §:ssä mainitut metallit ja mineraalit.

Kalliokiviainesten louhinta-alueet ovat alueita, joilla irrotetaan louhimalla kallioperästä kalliomursketta, louhetta, lohkokiviaihioita tai sivukiviä pois kuljetettavaksi tai paikalla jalostettavaksi kaupallisia tarkoituksia varten.

Kaivos- ja avolouhosalueet, joilta irrotetaan kaivoskivennäisiä. Alueet, joita käytetään muiden mineraalien irrottamiseen kallioperästä: rakennuskiven, murskekiven, korukiven jne. louhinta. Yleensä teollisuuden käyttämän malmin ja kiviaineksen louhinta-alueet. Irrotetun materiaalin sekä kaivutoiminnan sivutuotteena saadun louhintajätteen tms. pysyväisluonteiset varastoalueet kaivualueen yhteydessä.

Tähän eivät kuulu:

Kiviainesten jalostukseen tarkoitetut alueet

- esimerkiksi rakennuskivien leikkaus- ja hionta tms.

- jalostamisena ei kuitenkaan pidetä kiviaineksen esikäsittelyä esimerkiksi murskausta
(kuuluvat luokkaan B2. Teollisuus- ja varastoalueet).

Kaivosvaltaukset tms. varausalueet (luokitellaan nykyisen maankäytön perustella).

Kotitarve- tms. vähäiset kalliokiviainesten ottoalueet (luokitellaan ympäröivän maankäytön perusteella).

Louhintajätteen tms. varastointi kaivosalueiden ulkopuolelle, läjitys ja täyttöalueet (luokitellaan ympäröivän maankäytön perusteella tai luokkaan G2. Muu maa).

Kalliokiviainesten otto rakennustöiden yhteydessä: laajat rakennustyömaat (luokitellaan aiemman maankäytön perusteella tai luokkaan G2. Muu maa).","Bergtäktsområden är gruvor och bergstensbrott.

En gruva är ett område där s.k. gruvmineraler utvinns ur jordmånen eller berggrunden genom grävning, brytning, vaskning eller på något annat sätt och transporteras någon annanstans eller förädlas på platsen för kommersiella syften. Till gruvmineraler räknas metaller och mineraler som nämns i 2 § gruvlagen (503/1965).

Områden för bergstensbrott är områden där stenkross, sprängsten, blockstensämne eller sidosten bryts ur berggrunden för transport någon annanstans eller för förädling på platsen för kommersiella syften.

Gruv- och dagbrottsområden där gruvmineraler utvinns. Områden som används för lösgörande av andra mineraler än bergmineraler ur berggrunden: brytning av byggnadssten, krossten, prydnadssten osv. I allmänhet brytningsområden för malm och stenmaterial som används inom industrin. Lagerområden av varaktig karaktär i anslutning till brytningsområdet som är avsedda för det brutna materialet och brytningsavfall e.d som uppstår som biprodukt av gruvverksamheten.

Till klassen hör inte:

Områden som är avsedda för förädling av stenmaterial

- t.ex. skärning och slipning av byggsten e.d.

- förbehandling av stenmaterial, t.ex. krossning, betraktas dock inte som förädling (de hör till klassen B2. Industri- och lagerområden).

Gruvinmutningar e.d. reserverade områden
(klassificeras enligt den nuvarande markanvändningen).

Områden för brytning av bergstensmaterial för husbehov e.d. brytning i liten skala (klassificeras enligt den omgivande markanvändningen).

Lagring av brytningsavfall utanför gruvområden, högläggnings- och fyllnadsområden (klassificeras enligt den omgivande markanvändningen eller i klassen G2. Övriga marker).

Brytning av bergstensmaterial i anslutning till byggnadsarbeten: stora byggarbetsplatser (klassificeras enligt den tidigare markanvändningen eller i klassen G2. Övriga marker).",,,2000-05-01,
D12,c71107ec-d84a-44df-9219-aebd19aee948,VALID,Maaperäainesten ottoalueet,Jordtäktsområden,Soil extraction areas,"Maaperäainesten ottoalueita ovat turvetuotantoalueet, soran- ja hiekanottoalueet sekä muut maa-ainesten ottoalueet.

Turvetuotantoalueet ovat alueita, joita käytetään pala-, jyrsin- ja ns. ympäristöturpeen (kasvu-, imeytys- tms. pintaturve) kaupalliseen nostoon ja tuotantoon.

Soran- ja hiekanottoalueet ovat alueita, joita käytetään soran, soramurskeen tai hiekan kaivamiseen pois kuljetettavaksi tai paikalla jalostettavaksi kaupallisiin tarkoituksiin.

Muut maa-ainesten ottoalueet ovat alueita, joita käytetään saven, moreenin tai eloperäisten maalajien (multa, lieju) kaivamiseen pois kuljetettavaksi tai paikalla jalostettavaksi kaupallisiin tarkoituksiin.

Muut kuin kotitarvekäyttöön tarkoitetut turvetuotantoalueet, sora- ja hiekkakuopat sekä saven- ja mullanottoalueet apualueineen. Irrotetun aineksen sekä mahdollisen kaivujätteen väliaikaiset ja pysyväisluonteiset varastoalueet ottoalueen yhteydessä.

Tähän eivät kuulu:

Maa-aineksen jatkojalostukseen tarkoitetut alueet (kuuluvat luokkaan B2. Teollisuus- ja varasto-alueet). Turpeen lannoitusta, kompostointia ja säkittämistä tms. tuotantopaikalla tapahtuvaa käsittelyä ei pidetä turpeen jalostamisena.

Maaperä-ainesten otto kotitarvetta varten (kuuluu luokkaan F. Metsätalouden maat tai G1. Jättömaa).

Maaperä-ainesten kaivun varausalueet (luokitellaan nykyisen maankäytön perusteella).

Maaperä-ainesten otto rakennustöiden yhteydessä esimerkiksi tietyömaat (luokitellaan aiemman maankäytön perusteella tai luokkaan G2. Muu maa).","Jordtäktsområden är torvproduktionsområden, grus- och sandtäktsområden samt övriga jordtäktsområden.

Torvproduktionsområden är områden som används för kommersiell upptagning och produktion av bit- och frästorv och s.k. miljötorv (växt-, absorptionstorv o.d. yttorv).

Grus- och sandtäktsområden är områden som används för utvinning av grus, gruskross eller sand för transport någon annanstans eller för förädling på platsen för kommersiella syften.

Övriga jordtäktsområden är områden som används för utvinning av lera, morän eller organiska jordarter (mylla, slam) för transport någon annanstans eller för förädling på platsen för kommersiella syften.

Andra torvproduktionsområden, grus- och sandgropar samt ler- och mylltäktsområden med hjälpområden än sådana som är avsedda för användning för husbehov. Lagerområden av tillfällig och varaktig karaktär i anslutning till täktområdet som är avsedda för det utvunna materialet och eventuellt grävningsavfall.

Till klassen hör inte:

Områden som är avsedda för vidareförädling av jordämne (de hör till klassen B2. Industri- och lagerområden). Gödsling, kompostering och säcksättning av torv o.d. behandling på produktionsplatsen betraktas inte som torvförädling.

Jordämnestäkt för husbehov (de hör till klassen F. Skogsbruksmarker eller G1. Impediment).

Områden som reserverats för jordämnestäkt (klassificeras enligt den nuvarande markanvändningen).

Jordämnestäkt i anslutning till byggarbeten, t.ex. vägbyggen (klassificeras enligt den tidigare markanvändningen eller i klassen G2. Övriga marker).",,,2000-05-01,
E,527bbe47-2cdc-4baa-b38e-01e7456c7169,VALID,Maatalouden maat,Jordbruksmarker,Agricultural land,,,,,2000-05-01,
E1,60e4e533-d48d-49c0-b43c-dec387240393,VALID,Käytössä oleva maatalousmaa,Jordbruksmark som är i bruk,Used agricultural land,,,,,2000-05-01,
E11,9dd1c76f-1afb-4994-abf0-06e08c51e7e7,VALID,Pellot,Åkrar,Fields,"Pelto on alue, jolla normaaleissa olosuhteissa viljellään jatkuvasti kylvettyjä tai istutettuja pelto- tai puutarhakasveja. Pelloksi luetaan myös lyhytaikaiset, enintään 5 vuoden ikäiset kesannot sekä enintään 5 vuoden ikäiset nurmet, jotka ovat viljelyskierron piirissä.

Kesanto on alue, joka jätetään lepäämään yleensä yhden satokauden ajaksi maan parantamiseksi. Kesanto voi olla avo- tai viherkesanto tai luonnonvaraista kasvillisuutta kasvava kesantomaa. 

Tähän kuuluvat:

Vakinaisessa viljelyskäytössä olevat sekä tilapäisesti viljelemättömät, mutta viljelyskierron piirissä olevat alueet. Puutarhakasveilla tarkoitetaan tässä yhteydessä juureksia ja muita avomaan vihanneksia, melonia, mansikkaa ja mesimarjaa.

Pelloksi luetaan viljelysmaiden piiri-, niska- ja sarkaojat, pellonreunat, suojakaistat tms. apualueet. Pelloksi luetaan myös peltomaalla sijaitsevat vähäiset tai tilapäiset rakennukset ja rakennelmat kuten katokset, ellei niitä voida pitää muuna maatalouden rakennettuna maana.

Tilapäisesti viljelemättömäksi katsotaan mm:

- viljelemättömät, kesannointijärjestelmän piirissä olevat pellot, joiden kesannointi kestää enintään 5 vuotta

- peltoalueella kulkevat tilapäiset kulkuväylät, joita ei ole tieksi erikseen rakennettu ja pinnoitettu (tilapäiset, kapeat tilustiet)

- tilapäiset rakennelmat ja varastoalueet (puutavaran, lannoitteiden tms. tilapäiset varastoalueet) pellolla.

Tähän eivät kuulu:

Viljelysalueet, joita ei voida pitää maatalouselinkeinon harjoittamisena:

- Siirtolapuutarhaviljelmät tms. (kuuluvat luokkaan A22. Matkailupalvelujen ja lomailun alueet)

Kasvinviljely kasvihuoneissa (kuuluvat luokkaan E13. Puutarhaviljelmät).

Tonttialueiden viljelmät, puutarhamaat (kuuluvat luokkaan A. Asuin- ja vapaa-ajan alueet).","En åker är ett område där man under normala förhållanden odlar åker- eller trädgårdsväxter genom kontinuerlig sådd eller plantering. Som åker betraktas också kortvariga, högst 5 år gamla trädesåkrar och vallar som omfattas av växtföljdsplan.

En trädesåker är ett område som får vila i allmänhet över en skördeperiod för att marken skall förbättras. En trädesåker kan vara i öppen träda eller grönträda eller trädesmark med naturlig växtlighet.

Till klassen hör:

Områden som är i permanent odlingsbruk och tillfälligt icke-odlade områden som omfattas av växtföljdsplan. Med trädgårdsväxter avses här rotfrukter och andra frilandsgrönsaker, melon, jordgubbe och åkerbär.

Som åker betraktas back-, lagg-, kant- och tegdiken, åkerkanter, skyddszoner o.d. hjälpområden. Som åker betraktas också små eller tillfälliga byggnader och konstruktioner på åkermark, såsom skyddstak om de inte kan betraktas som övrig bebyggd jordbruksmark.

Som tillfälligt icke-odlad åker klassificeras bl.a.:

- icke-odlade åkrar som omfattas av trädessystem och där trädan varar högst 5 år

- tillfälliga trafikleder som löper över åkerområde om de inte särskilt byggts och ytbehandlats som vägar (tillfälliga, smala ägovägar)

- tillfälliga konstruktioner och lagerområden på åker (tillfälliga lagerområden för virke, gödselmedel e.d.).

Till klassen hör inte:

Odlingsområden som inte kan betraktas som bedrivande av lantbruksnäring:
Koloniträdgårdsodlingar e.d. (de hör till klassen A22. Områden för turist- och fritidsanläggningar).

Växtodling i växthus (de hör till klassen E13. Trädgårdsodlingar).

Odlingar på tomtområden, trädgårdsmarker (de hör till klassen A. Bostads- och fritidsområden).",,,2000-05-01,
E12,4e91e03c-7b9c-440d-86fb-b0ff334b6bac,VALID,Monivuotiset nurmet ja niityt,Flerårliga vallar och ängar,Permanent grassland and pastures,"Monivuotiseksi nurmi- ja niittymaaksi luetaan yli 5 vuotta vanhat tai pysyvät nurmet, luonnonniityt, luonnonlaitumet ja laidunnetut hakamaat, joita jatkuvasti käytetään maatalouden maana.

Tähän kuuluvat:

Alueet, joita käytetään laidunmaana tai joilta kerätään luonnon- tai muuta heinää eläinten rehuksi:

- nurmet, joita ei ole uudistettu viimeisen 5 vuoden aikana

- maataloustuotantoon käytettävät luonnonniityt, -laitumet ja hakamaat.

Luonnonlaidun on aidattu, puuton tai vähäpuustoinen alue, joka raivaustoimenpitein on perustettu viljelemättömälle maalle ja jota pysyvästi käytetään eläinten laitumena. Luonnonniitty on puuton tai vähäpuustoinen alue, joka raivaustoimenpitein on perustettu viljelemättömälle maalle ja jolta jatkuvasti kerätään heinää eläinten rehuksi. Hakamaa on luontaisesti puuton tai vähäpuustoinen aidattu alue, jota pysyvästi käytetään eläinten laitumena.

Vähäpuustoisena tai puuttomana pidetään aluetta, jonka uudistamiskustannukset ylittävät puuston kantoraha-arvon.

Nurmi- ja niittymaaksi luetaan myös alueen vähäiset rakennelmat ja kulkuväylät, tilustiet tms. liitännäisalueet. 

Tähän eivät kuulu:

Metsälaitumet ts. runsaspuustoiset laidunmaat (kuuluvat luokkaan F. Metsätalouden maat).

Niittymaiden hoito, jota ei voida pitää maatalouselinkeinon harjoittamisena:
- luonnonniittyinä hoidetut alueet (kuuluvat luokkaan F. Metsätalouden maat).","Till fleråriga vall- och ängsmarker förs mer än 5 år gamla eller varaktiga vallar, naturängar, naturbetesmarker och beteshagar som kontinuerligt används som jordbruksmark.

Till klassen hör:

Områden som används som betesmark eller där ängsgräs eller annat gräs skördas till foder för djur:

- vallar som inte förnyats under de senaste 5 åren

- naturängar, -betesmarker och beteshagar som används för jordbruksproduktion

En naturbetesmark är ett inhägnat område utan träd eller med ringa trädbestånd, som har anlagts genom röjning av icke-odlad mark och som varaktigt används som betesmark för djur. En naturäng är ett trädfritt område eller ett område med ringa trädbestånd, som har anlagts genom röjning av icke-odlad mark och där gräs kontinuerligt samlas in till foder för djur. En beteshage är ett inhägnat område som av naturen är trädfritt eller har ringa trädbestånd och som varaktigt används som betesmark för djur.

Ett område med ringa trädbestånd eller ett trädfritt område är ett område där förnyelsekostnaderna överskrider rotpriset för trädbeståndet.

Till vall- och ängsmark räknas också små byggnader och trafikleder, ägovägar e.d. anknytande områden på markerna.

Till klassen hör inte:

Skogsbetesmarker, d.v.s. betesmarker med rikligt trädbestånd (de hör till klassen F. Skogsbruksmarker).

Skötsel av ängsmarker som inte kan betraktas som bedrivande av lantbruksnäring:

- områden som sköts som naturängar (de hör till klassen F. Skogsbruksmarker).",,,2000-05-01,
E13,a3345a6e-0e03-4208-b69e-033ea7ac96ad,VALID,Puutarhaviljelmät,Trädgårdsodlingar,Horticultural cultivation,"Puutarhaviljelmiä ovat hedelmäpuu- ja marjaviljelmät sekä taimitarhat ja katetut viljelmät.

Hedelmäpuu- ja marjaviljelmät ovat avomaan alueita, joilla kasvatetaan satoa tuottavia, puuvartisia ja monivuotisia viljelykasveja. Herukka-, vadelma-, tyrni- ja muut monivuotiset avomaan marjaviljelmät.

Taimitarhat ovat alueita, joissa 

- kasvatetaan avomaalla kaupallisiin tarkoituksiin puutarhakasvien, hedelmäpuiden, marjakasvien, koristepuiden ja -pensaiden, perennakasvien taimia tai siemeniä taikka metsäpuiden taimia

tai

- kasvatetaan katetuissa tiloissa (kasvihuoneissa tai vastaavissa, luonnonvaloa hyödyntävissä pysyvissä rakennuksissa) kaupallisiin tarkoituksiin puutarhakasvien, hedelmäpuiden, marjakasvien, koristepuiden ja -pensaiden, perennakasvien tai metsäpuiden taimia taikka tuotetaan niiden siemeniä.

Katetut viljelmät ovat alueita, joissa kasvihuoneissa tai vastaavissa, luonnonvaloa hyödyntävissä pysyvissä rakennuksissa, tuotetaan kaupallisiin tarkoituksiin juureksia tai muita vihanneksia, marjoja taikka kukkia ja muita koristekasveja.

Tähän eivät kuulu:

Kotitarveviljelmät:

- Tonttialueiden puutarhat hedelmäpuineen, marjapensaineen, kasvihuoneineen tms. (kuuluvat luokkaan A. Asuin- ja vapaa-ajan alueet).

Mansikanviljely avomaalla (kuuluu luokkaan E11. Pellot).

Sienimöt sekä viljely muissa sisätiloissa kuin kasvihuoneissa esimerkiksi entisissä navetoissa (kuuluvat luokkaan E22. Maatalouden rakennettu maa).

Metsäpuiden siemenviljelykset (kuuluvat luokkaan F2. Erityismetsät).

Siemenkeräys-, geenireservi- ja pluspuumetsiköt, koeviljelmät, muut erityismetsät (kuuluvat luokkaan F2. Erityismetsät).

Kotitarvetaimitarhat tms. metsässä (kuuluvat luokkaan F. Metsätalouden maat).

Energiapuun kuten energiapajun tuotanto (kuuluu luokkaan F. Metsätalouden maat).

Joulupuuviljelmät (kuuluvat luokkaan F. Metsätalouden maat).","Trädgårdsodlingar är fruktträds- och bärodlingar samt plantskolor och täckta odlingar.

Frukt- och bärodlingar är frilandsområden där det odlas skördegivande fleråriga odlingsväxter med trästam. Vinbärs-, hallon- och havtornsodlingar och andra fleråriga bärodlingar på friland.

Plantskolor är områden där det

- i kommersiellt syfte odlas plantor på friland för trädgårdsväxter, fruktträd, bärväxter, prydnadsträd och -buskar, plantor eller frö för perenna växter eller skogsträdsplantor

eller

- i kommersiellt syfte odlas plantor under tak (i växthus eller motsvarande permanenta byggnader med dagsljus) för trädgårdsväxter, fruktträd, bärväxter, prydnadsträd och -buskar, perenner eller skogsträd eller produceras frö för dessa.

Täckta odlingar är områden där man i växthus eller motsvarande permanenta byggnader med dagsljus producerar rotfrukter eller andra grönsaker, bär eller blommor och andra prydnadsväxter i kommersiellt syfte.

Till klassen hör inte:

Odling för husbehov:

- Trädgårdar med fruktträd, bärbuskar, växthus e.d. på tomtområden (de hör till klassen A. Bostads- och fritidsområden).

Jordgubbsodling på friland (de hör till klassen E11. Åkrar).

Svampodlingsanläggningar samt annan odling inomhus än växthusodling, t.ex. i före detta ladugårdar (de hör till klassen E22. Bebyggd jordbruksmark).

Fröodling av skogsträd (de hör till klassen F2. Specialskogar).

Frösamlings-, genreservs- och plusträdsdungar, testodlingar, andra specialskogar (de hör till klassen F2. Specialskogar).

Plantskolor för husbehov i skogen e.d. (de hör till klassen F. Skogsbruksmarker).

Produktion av energiträd såsom energivide (de hör till klassen F. Skogsbruksmarker).

Julgransodlingar (de hör till klassen F. Skogsbruksmarker).",,,2000-05-01,
E2,a13cb473-01d3-4200-9a09-1bead526d3ac,VALID,Muu maatalouden maa,Övrig jordbruksmark,Other agricultural land,,,,,2000-05-01,
